"","loan_amnt","term","int_rate","installment","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","purpose","title","earliest_cr_line","open_acc","total_acc","application_type","mort_acc","address"
"437",12000," 36 months",6.49,367.74,"Sales Manager","< 1 year","RENT",35000,"Not Verified","Sep-2014","Fully Paid","credit_card","Credit card refinancing","Jul-2005",10,20,"INDIVIDUAL",0,"907 Kelli Islands
Collinsburgh, ME 05113"
"438",20950," 60 months",18.99,543.34,"buyer","10+ years","MORTGAGE",50000,"Source Verified","Oct-2014","Fully Paid","home_improvement","Home improvement","Jan-2004",17,37,"INDIVIDUAL",3,"37537 Michelle Canyon
Lake Brian, TX 70466"
"439",9725," 36 months",14.46,334.56,"Real Estate/Poker professional","6 years","OWN",90000,"Not Verified","Jun-2016","Charged Off","debt_consolidation","Debt consolidation","Dec-1993",11,18,"INDIVIDUAL",3,"2726 Jackson Rapids
South Bradleyborough, NH 93700"
"440",10000," 60 months",13.99,232.64,"Bejo Seeds Inc","6 years","OWN",65000,"Source Verified","May-2012","Fully Paid","debt_consolidation","Consolidation","May-1999",12,27,"INDIVIDUAL",2,"556 Stacy Shoals Apt. 232
Paynemouth, TN 48052"
"441",9600," 36 months",6.49,294.19,"Office Manager","3 years","RENT",42000,"Source Verified","May-2014","Fully Paid","debt_consolidation","Debt consolidation","Sep-1972",8,12,"INDIVIDUAL",0,"103 Kathleen Fork
Lake Holly, VA 05113"
"442",11500," 36 months",13.11,388.1,"P&H Farms","10+ years","MORTGAGE",35000,"Not Verified","Apr-2013","Fully Paid","home_improvement","Home improvement","Sep-1992",12,51,"INDIVIDUAL",5,"547 James Causeway
Jenniferview, WI 70466"
"443",12000," 60 months",15.96,291.57,"Timet","9 years","RENT",64320,"Not Verified","Jan-2012","Fully Paid","debt_consolidation","Debt consolidation","Jun-1996",7,28,"INDIVIDUAL",NA,"2020 Lynn Prairie
Thomashaven, GA 30723"
"444",1200," 36 months",13.33,40.63,"","","RENT",53000,"Verified","Apr-2015","Fully Paid","credit_card","Credit card refinancing","Jun-2004",15,23,"INDIVIDUAL",0,"89888 Porter Dale
Lake Kimberly, TN 70466"
"445",23625," 60 months",12.59,532.6,"manager","10+ years","MORTGAGE",65000,"Not Verified","Nov-2015","Fully Paid","debt_consolidation","Debt consolidation","Jun-2005",13,31,"INDIVIDUAL",1,"88059 Charles Stravenue
Josephville, MT 70466"
"446",9700," 36 months",9.99,312.95,"Preservation & Operations Specialist","2 years","RENT",33384,"Source Verified","Oct-2013","Fully Paid","debt_consolidation","CC Loan","Oct-2006",15,30,"INDIVIDUAL",0,"308 Kimberly Lodge
Carlychester, KS 48052"
"447",12000," 60 months",14.16,280.22,"guidance counselor","10+ years","RENT",43000,"Source Verified","Mar-2014","Charged Off","debt_consolidation","Debt consolidation","Aug-1996",9,10,"INDIVIDUAL",0,"97643 Jodi View Apt. 580
Vincentmouth, SD 70466"
"448",19750," 60 months",17.27,493.72,"Wells Fargo Bank","10+ years","OWN",44000,"Verified","Dec-2012","Fully Paid","debt_consolidation","Debt Consolidation","May-1991",16,27,"INDIVIDUAL",0,"698 Janet Branch Apt. 987
North Nicole, NE 22690"
"449",15000," 36 months",6.62,460.56,"Aerotek ","< 1 year","MORTGAGE",73000,"Not Verified","Jul-2013","Fully Paid","debt_consolidation","Credit Payoff","Oct-1994",12,26,"INDIVIDUAL",1,"8471 Julie Park Suite 784
Port Brianstad, NY 00813"
"450",7200," 36 months",14.65,248.36,"officemax","10+ years","MORTGAGE",82000,"Verified","Jun-2012","Fully Paid","home_improvement","home improvement","Jul-1981",11,24,"INDIVIDUAL",3,"82322 Scott Manors Suite 904
Arianaville, WA 30723"
"451",33000," 36 months",12.99,1111.75,"Assistant Director of Therapy","4 years","MORTGAGE",105000,"Verified","Oct-2014","Charged Off","debt_consolidation","Debt consolidation","Jul-1999",18,36,"INDIVIDUAL",2,"Unit 3155 Box 4064
DPO AE 93700"
"452",13600," 36 months",16.24,479.75,"Office Manager","1 year","RENT",32500,"Not Verified","Jan-2014","Fully Paid","credit_card","Credit card refinancing","Dec-2004",4,8,"INDIVIDUAL",0,"9139 Christopher Circle
Angelastad, IA 29597"
"453",4000," 36 months",14.65,137.98,"Sales Account Manager","2 years","RENT",125000,"Source Verified","Aug-2015","Fully Paid","debt_consolidation","Debt consolidation","Sep-2003",11,22,"INDIVIDUAL",0,"806 Wang Forest Suite 150
Taylorside, UT 70466"
"454",13000," 36 months",12.49,434.84,"branch manager","10+ years","RENT",70000,"Source Verified","Apr-2014","Charged Off","debt_consolidation","Debt consolidation","Mar-2000",11,30,"INDIVIDUAL",3,"9688 Montgomery Heights
Port Teresabury, WI 30723"
"455",12000," 60 months",22.45,334.51,"Shipper III","1 year","RENT",46500,"Verified","Jan-2016","Fully Paid","debt_consolidation","Debt consolidation","Sep-1993",19,50,"INDIVIDUAL",2,"90377 Edwards Vista Apt. 094
West Josemouth, ME 22690"
"456",15000," 60 months",25.49,444.59,"Personal Banker","2 years","OWN",42000,"Source Verified","Nov-2016","Fully Paid","credit_card","Credit card refinancing","Feb-2009",15,20,"INDIVIDUAL",0,"7325 Meredith Isle
Lake Franklin, IN 22690"
"457",6000," 36 months",7.89,187.72,"labor","8 years","MORTGAGE",62000,"Source Verified","Nov-2015","Fully Paid","car","Car financing","Oct-2007",9,13,"INDIVIDUAL",1,"USNV Schmidt
FPO AA 48052"
"458",10750," 36 months",13.98,367.31,"Operations Manager","5 years","RENT",33000,"Source Verified","Dec-2013","Fully Paid","debt_consolidation","Credit Card Debt Payments","Jul-2000",13,20,"INDIVIDUAL",0,"8312 Sabrina Crossroad Suite 654
Port Shaneville, AL 05113"
"459",1000," 36 months",7.39,31.06,"Aircraft mechanic","4 years","RENT",55000,"Source Verified","Apr-2016","Fully Paid","other","Other","Jan-2007",10,12,"INDIVIDUAL",0,"80716 Johnson Centers
West Leslie, VT 22690"
"460",26875," 36 months",10.78,877.06,"technician","9 years","RENT",56000,"Not Verified","Jan-2016","Fully Paid","major_purchase","Major purchase","Jan-2002",7,11,"INDIVIDUAL",0,"7983 Williams Manor Apt. 443
Sanchezfort, NC 70466"
"461",4500," 36 months",10.99,147.31,"Event Coordinator","8 years","RENT",34000,"Verified","Dec-2013","Fully Paid","debt_consolidation","Debt consolidation","Jun-1989",6,17,"INDIVIDUAL",3,"521 Caldwell Islands Apt. 847
Williamsstad, DE 05113"
"462",12000," 36 months",16.2,423.08,"Food Purchasing Coordinator","10+ years","MORTGAGE",39000,"Source Verified","Oct-2013","Fully Paid","debt_consolidation","No Moan Loan","Jan-2000",11,28,"INDIVIDUAL",3,"275 Dean Field Suite 918
Lake Lori, MN 30723"
"463",18500," 60 months",10.64,398.93,"USAF","10+ years","MORTGAGE",85000,"Verified","Aug-2013","Fully Paid","debt_consolidation","Debt Consolidation","Feb-1994",7,26,"INDIVIDUAL",3,"669 Christopher Shoals Apt. 598
Port Justinborough, NV 48052"
"464",34200," 60 months",9.17,712.77,"vice president","< 1 year","RENT",94500,"Verified","Mar-2015","Charged Off","debt_consolidation","Debt consolidation","Apr-2001",16,29,"INDIVIDUAL",0,"11084 Hensley Village Suite 830
New Jesusview, MS 22690"
"465",28000," 36 months",8.9,889.09,"System Administrator","9 years","RENT",109152,"Source Verified","Apr-2014","Fully Paid","debt_consolidation","Debt consolidation","Dec-1984",6,20,"INDIVIDUAL",3,"864 Adrian Knolls Suite 450
South Aaron, GA 70466"
"466",10000," 36 months",10.16,323.43,"Best Buy","4 years","MORTGAGE",60000,"Verified","Mar-2013","Fully Paid","credit_card","Credit loan","Nov-2002",9,18,"INDIVIDUAL",2,"650 Davis Place
New Jacqueline, UT 22690"
"467",12000," 36 months",12.69,402.54,"","2 years","RENT",60000,"Verified","Dec-2011","Fully Paid","credit_card","Installment Loan","Mar-2005",6,6,"INDIVIDUAL",NA,"77524 Jason Street
Dwayneland, WV 05113"
"468",16225," 60 months",19.52,425.55,"Director","4 years","RENT",122000,"Source Verified","Aug-2014","Fully Paid","debt_consolidation","Debt consolidation","Apr-1992",12,37,"INDIVIDUAL",4,"8000 Kevin Falls
North David, NC 05113"
"469",8850," 36 months",16.99,315.49,"Machinist","10+ years","RENT",40000,"Not Verified","Jul-2016","Charged Off","debt_consolidation","Debt consolidation","Nov-2002",7,17,"INDIVIDUAL",0,"66522 Tracy Inlet
North Melissa, CA 86630"
"470",6000," 36 months",11.99,199.26,"","","MORTGAGE",42238.32,"Verified","Feb-2014","Charged Off","debt_consolidation","Debt consolidation","Nov-1993",6,11,"INDIVIDUAL",2,"9016 Paige Roads
Lindseychester, ME 11650"
"471",12000," 36 months",14.49,413,"sr warehouse specialist","10+ years","MORTGAGE",43653,"Source Verified","Oct-2014","Fully Paid","debt_consolidation","Debt consolidation","Dec-2003",11,33,"INDIVIDUAL",0,"335 Thompson Street
Timothystad, AK 48052"
"472",3050," 36 months",12.29,101.73,"Student Assistant (Career Technician)","< 1 year","RENT",40000,"Not Verified","Mar-2015","Charged Off","other","Other","Apr-2003",6,8,"INDIVIDUAL",0,"015 Charles Islands Apt. 226
Lukeland, UT 11650"
"473",12000," 36 months",15.31,417.81,"City of Green Bay","5 years","RENT",1e+05,"Not Verified","Jul-2012","Fully Paid","debt_consolidation"," Debt Consolidation Loan","Jan-1998",21,32,"INDIVIDUAL",0,"302 Daniel Corners
South Katherineberg, NE 00813"
"474",3850," 36 months",12.12,128.1,"Z'Tejas Restaurant Holdings, LP","< 1 year","RENT",15000,"Source Verified","Oct-2012","Fully Paid","credit_card","Get out of debt already!","Nov-2003",5,6,"INDIVIDUAL",0,"Unit 2096 Box 1628
DPO AA 22690"
"475",7500," 36 months",15.61,262.24,"","","RENT",23559.24,"Verified","Jan-2014","Charged Off","debt_consolidation","Debt consolidation","Nov-1969",11,20,"INDIVIDUAL",1,"090 Wilson Roads
West Charlesview, WV 70466"
"476",27200," 36 months",9.67,873.46,"Director of Business Development","6 years","MORTGAGE",130000,"Verified","Jan-2014","Fully Paid","debt_consolidation","Debt consolidation","Dec-2000",11,27,"INDIVIDUAL",2,"89348 Sanchez Route Apt. 848
South Cherylfort, IN 48052"
"477",2500," 36 months",8.67,79.12,"Front Desk Reception","10+ years","RENT",36500,"Not Verified","Nov-2014","Fully Paid","debt_consolidation","Debt consolidation","Jun-1999",11,39,"INDIVIDUAL",3,"598 Jessica Parkways Suite 197
Marcbury, WY 22690"
"478",8000," 36 months",12.69,268.36,"System Administrator","10+ years","MORTGAGE",62450,"Verified","Mar-2015","Fully Paid","debt_consolidation","Debt consolidation","May-2000",12,41,"INDIVIDUAL",3,"439 Collier Islands
West Michelle, NE 30723"
"479",21000," 36 months",13.67,714.37,"Lead Auditor - Quality","3 years","MORTGAGE",85000,"Source Verified","Oct-2013","Charged Off","credit_card","CC Debt","Jan-1999",20,40,"INDIVIDUAL",4,"0280 John Springs
West Stuartville, CA 22690"
"480",22900," 36 months",13.05,772.15,"Remedial Environmental Manpower, Inc.","10+ years","RENT",64800,"Verified","Aug-2013","Fully Paid","debt_consolidation","Credit Card Consolidation","Jun-1997",8,21,"INDIVIDUAL",0,"459 Mark Junction
Monicastad, GA 29597"
"481",5000," 36 months",7.9,156.46,"Freemanco, Ges, other deco companies","10+ years","RENT",53038,"Source Verified","Dec-2012","Fully Paid","debt_consolidation","Credit cards paid off","Jan-1993",15,40,"INDIVIDUAL",0,"PSC 0455, Box 5595
APO AE 05113"
"482",7500," 36 months",14.49,258.13,"Owner ","2 years","RENT",68000,"Source Verified","Jun-2014","Fully Paid","other","Other","Oct-1996",6,21,"INDIVIDUAL",2,"09884 Dale Grove
New David, MA 29597"
"483",24000," 60 months",10.75,518.84,"Order selector","9 years","MORTGAGE",73000,"Source Verified","Mar-2016","Fully Paid","debt_consolidation","Debt consolidation","May-2005",15,24,"INDIVIDUAL",3,"4920 Jones Coves
Smithland, UT 00813"
"484",20000," 36 months",8.19,628.49,"Fleet sales rep","< 1 year","MORTGAGE",75000,"Source Verified","Jan-2015","Fully Paid","credit_card","Credit card refinancing","Sep-1982",16,31,"INDIVIDUAL",1,"USNS Shepherd
FPO AE 48052"
"485",13075," 60 months",20.8,352.26,"","","MORTGAGE",51456,"Verified","Jul-2013","Fully Paid","credit_card","Credit card refinancing","Oct-2004",10,15,"INDIVIDUAL",3,"928 Christina Via Suite 224
North Veronicafurt, NH 70466"
"486",15000," 36 months",11.14,492.08,"ibew 481","10+ years","RENT",65000,"Not Verified","Feb-2013","Fully Paid","home_improvement","creditcard payoff","Apr-1990",15,26,"INDIVIDUAL",2,"1002 Cantrell Stream Apt. 660
North Jillbury, UT 30723"
"487",35000," 36 months",18.25,1269.73,"Manager","10+ years","MORTGAGE",95000,"Verified","Dec-2013","Fully Paid","debt_consolidation","debt consolidation","Feb-2002",8,22,"INDIVIDUAL",5,"72327 Evans Glen Suite 718
Triciahaven, KS 30723"
"488",7125," 36 months",15.61,249.13,"truck driver","< 1 year","MORTGAGE",46824,"Source Verified","Jan-2014","Charged Off","debt_consolidation","Pay off","Apr-1999",7,32,"INDIVIDUAL",1,"8871 Saunders Neck Suite 948
Brianaberg, OR 30723"
"489",23000," 60 months",16.99,571.49,"HR Manager","< 1 year","RENT",125000,"Verified","Aug-2014","Fully Paid","debt_consolidation","Debt consolidation","Jul-1981",11,27,"INDIVIDUAL",2,"48923 House Neck Suite 085
Barronton, CA 00813"
"490",15000," 36 months",7.88,469.22,"Technip USA","6 years","MORTGAGE",90084,"Not Verified","Jul-2010","Fully Paid","debt_consolidation","Credit Cards","Oct-1998",10,25,"INDIVIDUAL",NA,"64559 Katelyn Locks Apt. 099
South Angela, MD 00813"
"491",10000," 36 months",13.05,337.19,"City Of Hurley","10+ years","MORTGAGE",52000,"Not Verified","Sep-2013","Fully Paid","credit_card","Credit card refinancing","Jan-2000",5,22,"INDIVIDUAL",4,"Unit 3206 Box 4874
DPO AP 00813"
"492",9600," 36 months",11.53,316.71,"OPERATIONS MANAGER","9 years","RENT",35000,"Not Verified","Aug-2015","Fully Paid","credit_card","Credit card refinancing","Mar-2005",10,15,"INDIVIDUAL",0,"443 Freeman Union Apt. 661
Thomasstad, MO 48052"
"493",10000," 60 months",14.33,234.4,"Asst manager","< 1 year","RENT",50000,"Source Verified","Nov-2015","Fully Paid","credit_card","Credit card refinancing","Apr-2001",7,36,"INDIVIDUAL",5,"7694 William Knoll
Port Thomasport, NE 70466"
"494",15000," 36 months",11.49,494.57,"Planner","10+ years","MORTGAGE",88000,"Source Verified","Aug-2016","Fully Paid","home_improvement","Home improvement","Dec-1998",9,24,"INDIVIDUAL",4,"83337 Katherine Plaza
North Gregoryside, NE 00813"
"495",10000," 36 months",16.29,353.01,"United States Postal Service","1 year","OWN",36000,"Not Verified","Jun-2012","Fully Paid","credit_card","Credit Card refinance","May-2003",10,23,"INDIVIDUAL",0,"221 Antonio Grove Apt. 572
New Dana, WI 70466"
"496",29100," 36 months",14.98,1008.48,"Medical Coder","1 year","RENT",65000,"Verified","Dec-2013","Fully Paid","credit_card","Credit Card payoff","Jul-2001",12,26,"INDIVIDUAL",3,"USCGC Smith
FPO AA 29597"
"497",9000," 36 months",13.99,307.56,"Presidio Way Veterinary Hospital","4 years","RENT",68000,"Not Verified","Apr-2012","Fully Paid","debt_consolidation","DEBT CONSOLIDATION","Nov-1991",8,10,"INDIVIDUAL",0,"34790 Lambert Drive Suite 844
Port Katie, MO 30723"
"498",9000," 36 months",14.64,310.41,"Senior Operations Specialist","6 years","MORTGAGE",61000,"Verified","Apr-2014","Fully Paid","debt_consolidation","Debt consolidation","Feb-1996",20,44,"INDIVIDUAL",7,"6892 Ritter Key
Lake Janetfurt, NY 00813"
"499",12500," 36 months",12.85,420.28,"front office manager","5 years","MORTGAGE",42000,"Not Verified","Jan-2014","Fully Paid","debt_consolidation","debt consolidation","Apr-1999",15,20,"INDIVIDUAL",1,"3605 Pollard Turnpike Apt. 997
Danielstad, MI 00813"
"500",10000," 36 months",10.64,325.69,"U. S. Military","10+ years","MORTGAGE",70000,"Not Verified","Aug-2013","Fully Paid","major_purchase","Improvement","Mar-1993",8,15,"INDIVIDUAL",1,"86229 Pam Manor Apt. 907
Ashleymouth, AL 29597"
